,text,text_preprocessed,LEN,label,score,aff_lcs,aff_lcs_label
41,Zimbabwe esa kuntrii i' sowth [[Afreka]].,Zimbabwe esa kuntrii i sowth Afreka,6,20,44.993355481727576,3,20-3
1, esa kuntrii i' t' sowth [[Pesifik Oshen]].,esa kuntrii i t sowth Pesifik_Oshen,6,20,44.993355481727576,3,20-3
42,"Et bordas [[Serbya]], Griese an [[Montiniegrow]].",Et bordas Serbya Griese an Montiniegrow,6,20,44.993355481727576,1,20-1
0,Tegeraan esa citii i' [[Medl Eist]] in [[Asya]].,Tegeraan esa citii i Medl_Eist in Asya,7,20,44.993355481727576,2,20-2
40,Es biges citii i' [[Hungrii]].,Es biges citii i Hungrii,5,20,44.993355481727576,2,20-2
20,Lae es t' sekan biges sitii iin [[Papua Nyuu Gini]].,Lae es t sekan biges sitii iin Papua_Nyuu_Gini,8,20,44.993355481727576,2,20-2
22, esa kuntrii i' Sentril [[Urup]].,esa kuntrii i Sentril Urup,5,20,44.993355481727576,3,20-3
23,Grenobel esa citii i' [[Frans]].,Grenobel esa citii i Frans,5,20,44.993355481727576,2,20-2
24, esa letl kuntrii i' [[Urup]].,esa letl kuntrii i Urup,5,20,44.993355481727576,3,20-3
25,Slowarkyan esa em laenghwii i' [[Slowarkya]].,Slowarkyan esa em laenghwii i Slowarkya,6,20,44.993355481727576,2,20-2
26,Avril Lavigne esa [[Kaneda]]n singer-songwriter.,Avril Lavigne esa Kanedan singersongwriter,5,20,44.993355481727576,2,20-2
27,Dem [[Ailen]] o' [[French Poliinesya]].,Dem Ailen o French Poliinesya,5,20,44.993355481727576,1,20-1
28,Endya esa kuntrii i' [[Asya]].,Endya esa kuntrii i Asya,5,20,44.993355481727576,3,20-3
29,"Es s' istablish i' Beyjing, [[Shiina]] i 1917.",Es s istablish i Beyjing Shiina i,7,20,44.993355481727576,1,20-1
39,Grenada esa kuntrii i' [[Etlantic Oshen]].,Grenada esa kuntrii i Etlantic_Oshen,5,20,44.993355481727576,3,20-3
31,"Miikrobiologii esa [[saiens]], daa studehs miikroorganism.",Miikrobiologii esa saiens daa studehs miikroorganism,6,20,44.993355481727576,4,20-4
32,Straasbur esa citii i' [[Frans]].,Straasbur esa citii i Frans,5,20,44.993355481727576,2,20-2
33,Apya (Samoan: Apia) es t' kapitel a' [[Samoa]].,Apya es t kapitel a Samoa,6,20,44.993355481727576,0,20-0
34,Stokhoelm ( ) es t' kapitel citii a' [[Swiiden]].,Stokhoelm es t kapitel citii a Swiiden,7,20,44.993355481727576,0,20-0
35, esa kuntrii i' [[Urup]] an [[Asya]].,esa kuntrii i Urup an Asya,6,20,44.993355481727576,3,20-3
36,T' kapitel citii es [[Sarajevo]].,T kapitel citii es Sarajevo,5,20,44.993355481727576,0,20-0
37,T' kapitel citii es [[Minsk]].,T kapitel citii es Minsk,5,20,44.993355481727576,0,20-0
38,"Bildings: Komponents: En [[Kingston]], [[Norfuk Ailen]].",Bildings Komponents En Kingston Norfuk Ailen,6,20,44.993355481727576,1,20-1
21,Togo esa kuntrii i' [[Afreka]].,Togo esa kuntrii i Afreka,5,20,44.993355481727576,3,20-3
30,"""De fakto"" ets a' paat o' [[Osheania]].",De fakto ets a paat o Osheania,7,20,44.993355481727576,1,20-1
19,"5 kuntriis ([[Rusha]], [[Nicaragua]], [[Wenezuela]], [[Nauruu]] an [[Siriya]]) recoknisid independens o' Abkasiya.",kuntriis recoknisid independens o Abkasiya,5,20,44.993355481727576,1,20-1
9,Martinique es i' t' Karibean Sii ([[Etlantic Oshen]]).,Martinique es i t Karibean Sii,6,20,44.993355481727576,1,20-1
18,Ufa esa citii i' [[Rusha]].,Ufa esa citii i Rusha,5,20,44.993355481727576,2,20-2
2,[[Budapest]] esa t' mien toen (an t' kapitel citii) o' Hungrii.,Budapest esa t mien toen o Hungrii,7,20,44.993355481727576,2,20-2
3,"Latwyan esa [[laenghwij]] i' [[Latwya]], esa i' [[Urup]].",Latwyan esa laenghwij i Latwya esa i Urup,8,20,44.993355481727576,2,20-2
4,[[Hobart]] esa kapitel a' biges citii.,Hobart esa kapitel a biges citii,6,20,44.993355481727576,0,20-0
6,Dem tork en [[Inglish]] an [[Norfuk]].,Dem tork en Inglish an Norfuk,6,20,44.993355481727576,1,20-1
7,Berlin esa kapitel a' [[Doichland]].,Berlin esa kapitel a Doichland,5,20,44.993355481727576,0,20-0
8,[[Riigaa]] es t' kapitel.,Riigaa es t kapitel,4,20,44.993355481727576,0,20-0
5,Keniia esa kuntrii i' [[Afreka]].,Keniia esa kuntrii i Afreka,5,20,44.993355481727576,3,20-3
10,Dems many [[riveh]] o' ailen.,Dems many riveh o ailen,5,20,44.993355481727576,1,20-1
12,T' kapitel es [[Dakaa]].,T kapitel es Dakaa,4,20,44.993355481727576,0,20-0
13,Taatu esa citii i' [[Estonya]].,Taatu esa citii i Estonya,5,20,44.993355481727576,2,20-2
14,Es oend bai [[Pitkern Ailen]].,Es oend bai Pitkern_Ailen,4,20,44.993355481727576,1,20-1
15,Sicilii esa ailen i' [[Italii]].,Sicilii esa ailen i Italii,5,20,44.993355481727576,1,20-1
16,"Durban (Zulu: ""eThekwini"") es t' therd biges citii i' [[Sowth Afreka]].",Durban es t therd biges citii i Sowth_Afreka,8,20,44.993355481727576,2,20-2
11,Es kapitel a' [[Nikosia]].,Es kapitel a Nikosia,4,20,44.993355481727576,0,20-0
17,[[Canberra]] es t' kapitel citii.,Canberra es t kapitel citii,5,20,44.993355481727576,0,20-0
6,T' las spiika wos [[Hirawanu Tapu]].,T las spiika wos Hirawanu_Tapu,5,25,44.762845849802375,1,25-1
9,[[Sowth Sudan]] gain't independens i' 2011.,Sowth_Sudan gaint independens i,4,25,44.762845849802375,1,25-1
8,T' kapitel es [[Akra]].,T kapitel es Akra,4,25,44.762845849802375,1,25-1
7,Caracas es [[kapitel citii]] o' [[Wenezuela]].,Caracas es kapitel_citii o Wenezuela,5,25,44.762845849802375,1,25-1
3,"Skopie (Masedoenyan: ""Скопје""; [[Elbanyan]]: ""Shkup"") es t' kapitel citii o' [[North Masedoenya]].",Skopie es t kapitel citii o North_Masedoenya,7,25,44.762845849802375,1,25-1
5,Moldoewa ([[Romainyan]]: Moldova; [[Rushan]]: Молдавия) esa kuntrii i' [[Urup]].,Moldoewa esa kuntrii i Urup,5,25,44.762845849802375,0,25-0
4,Nikosia ([[Inglish]]: Nicosia) es t' kapitel a' t' [[Siipris]].,Nikosia es t kapitel a t Siipris,7,25,44.762845849802375,1,25-1
1, es t' therd biges kuntrii i' [[Afreka]].,es t therd biges kuntrii i Afreka,7,25,44.762845849802375,0,25-0
11,Es kapitel citii a' [[Brisbin]].,Es kapitel citii a Brisbin,5,25,44.762845849802375,1,25-1
10,Volgograd esa citii i' [[Rusha]].,Volgograd esa citii i Rusha,5,25,44.762845849802375,1,25-1
20,Mauritius esa ailen kuntrii i' [[Afreka]].,Mauritius esa ailen kuntrii i Afreka,6,25,44.762845849802375,0,25-0
12,T' kuntrii bordas Algeria an [[Libiia]].,T kuntrii bordas Algeria an Libiia,6,25,44.762845849802375,0,25-0
13,Liktenstiin esa iwi kuntrii i' [[Urup]].,Liktenstiin esa iwi kuntrii i Urup,6,25,44.762845849802375,0,25-0
14,Kaptaan [[James Cook]] saw t' ailen i' 1774.,Kaptaan James_Cook saw t ailen i,6,25,44.762845849802375,1,25-1
15,Es kapitel a' [[Tokyo]].,Es kapitel a Tokyo,4,25,44.762845849802375,1,25-1
16,"Sarajevo (Сарајево) esa kapitel a' [[Bosnya a' Hersegowina]], kuntrii i' [[Urup]].",Sarajevo esa kapitel a Bosnya_a_Hersegowina kuntrii i Urup,8,25,44.762845849802375,2,25-2
17,Costa Rica esa kuntrii i' [[Sentril Merika]].,Costa Rica esa kuntrii i Sentril_Merika,6,25,44.762845849802375,0,25-0
18,Liik [[Erabek]] an [[Auramaik]].,Liik Erabek an Auramaik,4,25,44.762845849802375,1,25-1
19,Esa [[dapendincii]] a' [[Denmark]].,Esa dapendincii a Denmark,4,25,44.762845849802375,1,25-1
21,T' kapitel citii es [[Sofia]].,T kapitel citii es Sofia,5,25,44.762845849802375,1,25-1
22,Der es tu [[brij]]es t' [[Singapur]] ailen.,Der es tu brijes t Singapur ailen,7,25,44.762845849802375,1,25-1
0,Wienna es t' kapitel citii a' [[Ostriya]].,Wienna es t kapitel citii a Ostriya,7,25,44.762845849802375,1,25-1
2,Liberia esa kuntrii i' t' west o' [[Afreka]].,Liberia esa kuntrii i t west o Afreka,8,25,44.762845849802375,0,25-0
10,Sowth Afreka esa kuntrii i' [[Afreka]].,Sowth Afreka esa kuntrii i Afreka,6,21,44.62637362637363,0,21-0
0,Welingtan es t' kapitel a' [[Nyuu Ziilan]].,Welingtan es t kapitel a Nyuu_Ziilan,6,21,44.62637362637363,1,21-1
7,Dem Galapagas Ailen es part o' [[Ekwador]].,Dem Galapagas Ailen es part o Ekwador,7,21,44.62637362637363,1,21-1
11,"Eserbeyjan ([[Eserbeyjani]]: ""Azərbaycan"", ""Azərbaycan Respublikası"") esa [[kuntrii]] i' [[Urup]] an [[Asya]].",Eserbeyjan esa kuntrii i Urup an Asya,7,21,44.62637362637363,0,21-0
12,  Julien Doré (7 [[Juulai]] 1982) esa singer.,Julien Doré esa singer,4,21,44.62637362637363,1,21-1
13,"Chekya (""Česko"") / Chek Repablik (""Česká republika"") esa kuntrii i' [[Urup]].",Chekya Chek Repablik esa kuntrii i Urup,7,21,44.62637362637363,0,21-0
6,T' kapitel citii es [[Beijing]].,T kapitel citii es Beijing,5,21,44.62637362637363,1,21-1
5,[[Endya]] is elsa a musa relijiious kuntrii.,Endya is elsa a musa relijiious kuntrii,7,21,44.62637362637363,1,21-1
4,Erabek es em Erab [[laenghwij]].,Erabek es em Erab laenghwij,5,21,44.62637362637363,1,21-1
3,T' kapitel citii es [[Cairo]].,T kapitel citii es Cairo,5,21,44.62637362637363,1,21-1
2,Afganistaan esa kuntrii i' [[Asya]].,Afganistaan esa kuntrii i Asya,5,21,44.62637362637363,0,21-0
8,It es i' [[Nepal]].,It es i Nepal,4,21,44.62637362637363,1,21-1
1,Ai Sahara es big desert i' [[Afreka]].,Ai Sahara es big desert i Afreka,7,21,44.62637362637363,1,21-1
9,Bordooe esa citii i' [[Frans]].,Bordooe esa citii i Frans,5,21,44.62637362637363,1,21-1
6,Morocco esa kuntrii i' [[Afreka]].,Morocco esa kuntrii i Afreka,5,22,44.523809523809526,0,22-0
0,Midl Urup es region i' [[Urup]].,Midl Urup es region i Urup,6,22,44.523809523809526,1,22-1
1,Portugal esa kuntrii i' [[Urup]].,Portugal esa kuntrii i Urup,5,22,44.523809523809526,0,22-0
2,[[A]]' Kontenent esa larj piis o' lan.,A Kontenent esa larj piis o lan,7,22,44.523809523809526,1,22-1
3,"Gwiiana, ofisialii ([[Inglish]]), (""Co-operative Republic of Guyana"") esa kuntrii i' [[Sowth Merika]].",Gwiiana ofisialii esa kuntrii i Sowth_Merika,6,22,44.523809523809526,0,22-0
4,T' konik es a [[hoss]] breed.,T konik es a hoss breed,6,22,44.523809523809526,1,22-1
5,"Es ner [[Kaneda]], Yunitid Staits a' [[Iseland]].",Es ner Kaneda Yunitid Staits a Iseland,7,22,44.523809523809526,2,22-2
8,Mediina esa emportan citii i' [[Islem]].,Mediina esa emportan citii i Islem,6,2,44.40952380952381,1,2-1
0, esa kuntrii i' sowth [[Asya]].,esa kuntrii i sowth Asya,5,2,44.40952380952381,0,2-0
9, esa kuntrii i' [[Afreka]].,esa kuntrii i Afreka,4,2,44.40952380952381,0,2-0
15,Aarmanya esa kuntrii i' [[Asya]].,Aarmanya esa kuntrii i Asya,5,2,44.40952380952381,0,2-0
10,Asya es biges o' em [[kontenent]].,Asya es biges o em kontenent,6,2,44.40952380952381,1,2-1
11,"Anastacia ([[Septemba]] 17, 1968, Chicago) esa Merikan singer.",Anastacia esa Merikan singer,4,2,44.40952380952381,1,2-1
12,T' kapitel es [[Soel]],T kapitel es Soel,4,2,44.40952380952381,1,2-1
13,T' kapitel citii es [[Sakreb]].,T kapitel citii es Sakreb,5,2,44.40952380952381,1,2-1
16,"Skotlund ([[Inglish]]: ""Scotland"", [[Skots]]: ""Scotland"", Skottish Gaelic: ""Alba"") esa kuntrii i' north o' t' [[Yunitid Kingdum]].",Skotlund esa kuntrii i north o t Yunitid_Kingdum,8,2,44.40952380952381,0,2-0
1,Hi s' eksplor t' koest a' [[Ostrielya]].,Hi s eksplor t koest a Ostrielya,7,2,44.40952380952381,1,2-1
2,Cape Verde esa [[ailen]] kuntrii i' [[Afreka]].,Cape Verde esa ailen kuntrii i Afreka,7,2,44.40952380952381,0,2-0
3,"Valerii Leontiev ([[Maach]] 19, 1949) esa [[Rushan]] singer.",Valerii Leontiev esa Rushan singer,5,2,44.40952380952381,1,2-1
4,Gaeta esa toen i' [[Italii]].,Gaeta esa toen i Italii,5,2,44.40952380952381,1,2-1
14,Eserbeyjanis es salan fram [[Eserbeyjan]].,Eserbeyjanis es salan fram Eserbeyjan,5,2,44.40952380952381,1,2-1
5,Hii wos barn i' t' [[Yunitid Kingdum]].,Hii wos barn i t Yunitid_Kingdum,6,2,44.40952380952381,1,2-1
6,"Pinsk ([[Belerushan]]: ""Пінск""; [[Rushan]]: ""Пинск"") esa citii i' [[Belerus]].",Pinsk esa citii i Belerus,5,2,44.40952380952381,1,2-1
18,Dem ailen es paart o' [[Denmark]].,Dem ailen es paart o Denmark,6,2,44.40952380952381,1,2-1
17,Algeria esa kuntrii i' [[Afreka]].,Algeria esa kuntrii i Afreka,5,2,44.40952380952381,0,2-0
7,Paraguay esa inlan kuntrii i' [[Sowth Merika]].,Paraguay esa inlan kuntrii i Sowth_Merika,6,2,44.40952380952381,0,2-0
19,Liik [[Serbyan]] an Slowenyan.,Liik Serbyan an Slowenyan,4,2,44.40952380952381,1,2-1
20,Endora esa kuntrii i' [[Urup]].,Endora esa kuntrii i Urup,5,2,44.40952380952381,0,2-0
15,[[Pontifex maximus]] (Leten) wos t' chiif.,Pontifex_maximus wos t chiif,4,8,44.363076923076925,4,8-4
14,It es liik Slowenyan an [[Rushan]].,It es liik Slowenyan an Rushan,6,8,44.363076923076925,4,8-4
13,Sentril Merika es wun region i' [[North Merika]].,Sentril Merika es wun region i North_Merika,7,8,44.363076923076925,3,8-3
12,T' kapitel citii es [[Kiev]] (Yukrayniian: Київ).,T kapitel citii es Kiev,5,8,44.363076923076925,2,8-2
11,Myanmaa (Berma) esa kuntrii i' [[Asya]].,Myanmaa esa kuntrii i Asya,5,8,44.363076923076925,1,8-1
10,Kreschen esa dem follouua o' t' [[Kreschenitii]].,Kreschen esa dem follouua o t Kreschenitii,7,8,44.363076923076925,0,8-0
9,S' t' kapitel o' t' [[Northan Teritrii]].,S t kapitel o t Northan_Teritrii,6,8,44.363076923076925,4,8-4
8,Kazakstaan ulla Kasakstaan esa kuntrii i' [[Asya]].,Kazakstaan ulla Kasakstaan esa kuntrii i Asya,7,8,44.363076923076925,1,8-1
7,"Echar ([[Slowarkyan]]: ""Ečer""; Hungriian: ""Ecser"") esa willaj i' [[Hungrii]].",Echar esa willaj i Hungrii,5,8,44.363076923076925,0,8-0
6,Tuluus esa citii i' [[Frans]].,Tuluus esa citii i Frans,5,8,44.363076923076925,0,8-0
5,"Judaism esa [[rilijin]], a' wan [[God]].",Judaism esa rilijin a wan God,6,8,44.363076923076925,0,8-0
4,"Awarua (""tuu haabas"" iin [[Dem Kuuk Ailen Maaori]]) es t' kapitel o' [[Dem Kuuk Ailen]].",Awarua es t kapitel o Dem_Kuuk_Ailen,6,8,44.363076923076925,4,8-4
3,Bruunii esa kuntrii i' [[Asya]].,Bruunii esa kuntrii i Asya,5,8,44.363076923076925,1,8-1
18,T' biges citii es [[Krestcherch]].,T biges citii es Krestcherch,5,8,44.363076923076925,0,8-0
25,"Belgrade (""Beograd"") es kapitel citii a' [[Serbya]].",Belgrade es kapitel citii a Serbya,6,8,44.363076923076925,2,8-2
24,"I' [[Inglish]], es ""The Lord in Heaven.""",I Inglish es The Lord in Heaven,7,8,44.363076923076925,0,8-0
23,"""Star Spangled Banner"" — Anthem o' [[Merika]].",Star Spangled Banner — Anthem o Merika,7,8,44.363076923076925,4,8-4
22,[[Matthyu Flindaas]] fas s' eksplor t'airea a' 1797.,Matthyu_Flindaas fas s eksplor tairea a,6,8,44.363076923076925,5,8-5
21,T' kapitel citii es [[Dublin]].,T kapitel citii es Dublin,5,8,44.363076923076925,2,8-2
20,Es kapitel a' [[Eraan]].,Es kapitel a Eraan,4,8,44.363076923076925,4,8-4
19,T' kapitel citii es [[Nasau]].,T kapitel citii es Nasau,5,8,44.363076923076925,2,8-2
1," esa kuntrii i' [[Urup]] wi' 621,000 salam.",esa kuntrii i Urup wi salam,6,8,44.363076923076925,1,8-1
0,Es kapitel a' stait a' [[Tasmainya]].,Es kapitel a stait a Tasmainya,6,8,44.363076923076925,4,8-4
2,Eswotiini ulla Swoseland esa kuntrii i' [[Afreka]].,Eswotiini ulla Swoseland esa kuntrii i Afreka,7,8,44.363076923076925,1,8-1
16,Sidni esa citii i' [[Ostrielya]].,Sidni esa citii i Ostrielya,5,8,44.363076923076925,0,8-0
17, es a' kuntrii en west [[Afreka]].,es a kuntrii en west Afreka,6,8,44.363076923076925,1,8-1
20,"T' Heck hoss ([[Inglish]]: ""Heck horse"") es a [[hoss]] breed.",T Heck hoss es a hoss breed,7,18,44.292307692307695,3,18-3
22,Turkii esa kuntrii i' [[Urup]] a' [[Asya]].,Turkii esa kuntrii i Urup a Asya,7,18,44.292307692307695,5,18-5
23,A' wan [[God]] a' Kreschenitii.,A wan God a Kreschenitii,5,18,44.292307692307695,3,18-3
24,T' kapitel citii es [[Kaliningrad]].,T kapitel citii es Kaliningrad,5,18,44.292307692307695,6,18-6
25,"Nathalia Timberg ([[Orgas]] 5, 1929) es wun Breselyan aktress.",Nathalia Timberg es wun Breselyan aktress,6,18,44.292307692307695,3,18-3
5,Mogadisho es t' kapitel a' [[Somalia]].,Mogadisho es t kapitel a Somalia,6,18,44.292307692307695,6,18-6
28,T' kapitel citii es [[London]].,T kapitel citii es London,5,18,44.292307692307695,6,18-6
29,Montagilla esa toen i' [[Chili]].,Montagilla esa toen i Chili,5,18,44.292307692307695,3,18-3
30,Kamkii esa willaj i' Yukamenskii Distrikt a' Udmurtiya ([[Rusha]]).,Kamkii esa willaj i Yukamenskii Distrikt a Udmurtiya,8,18,44.292307692307695,4,18-4
31, (Tchad) esa kuntrii i' sentril [[Afreka]].,esa kuntrii i sentril Afreka,5,18,44.292307692307695,5,18-5
32,Es meinii tal'n i' [[Leten Merika]] an [[Spain]].,Es meinii taln i Leten_Merika an Spain,7,18,44.292307692307695,3,18-3
33,"T' kapitel citii es [[Bern]] (""de facto"").",T kapitel citii es Bern,5,18,44.292307692307695,6,18-6
34,I' tuch's t' [[Pesifik Oshen]].,I tuchs t Pesifik_Oshen,4,18,44.292307692307695,3,18-3
35,Griinland es t' biges Ailen o' t' [[Erth]].,Griinland es t biges Ailen o t Erth,8,18,44.292307692307695,3,18-3
36,Principality of esa kuntrii i' [[Urup]].,Principality of esa kuntrii i Urup,6,18,44.292307692307695,5,18-5
37,"Samoan esa Polynesian laenghwij, es spoken i' [[Samoa]].",Samoan esa Polynesian laenghwij es spoken i Samoa,8,18,44.292307692307695,7,18-7
4,Es t' letles kuntrii i' [[Asya]].,Es t letles kuntrii i Asya,6,18,44.292307692307695,5,18-5
3,Nasau es t' kapitel a' t' [[Bahaamas]].,Nasau es t kapitel a t Bahaamas,7,18,44.292307692307695,6,18-6
2,T' kapitel citii es [[Berlin]].,T kapitel citii es Berlin,5,18,44.292307692307695,6,18-6
1,Budapest es kapitel citii a' [[Hungrii]].,Budapest es kapitel citii a Hungrii,6,18,44.292307692307695,6,18-6
39,"Ets riilated t' [[Norfuk]], [[Tahityan]] en [[Inglish]].",Ets riilated t Norfuk Tahityan en Inglish,7,18,44.292307692307695,3,18-3
38,"A dorg ([[Inglish]]: ""dog"") es a domestik kriicha.",A dorg es a domestik kriicha,6,18,44.292307692307695,3,18-3
21,Foeklor (English: folklore) esa werbal ulla myuusikal nayshun folk [[aart]].,Foeklor esa werbal ulla myuusikal nayshun folk aart,8,18,44.292307692307695,2,18-2
27,Es kapitel citii a' [[Sidni]].,Es kapitel citii a Sidni,5,18,44.292307692307695,6,18-6
19, esa [[ailen]] kuntrii i' [[Pesifik Oshen]].,esa ailen kuntrii i Pesifik Oshen,6,18,44.292307692307695,5,18-5
8,Pitkern esa [[laenghwij]] spok'n i' [[Pitkern Ailen]].,Pitkern esa laenghwij spokn i Pitkern Ailen,7,18,44.292307692307695,0,18-0
0,"Batlshep esa ailen i' [[Alaska]], Yunitid Staits.",Batlshep esa ailen i Alaska Yunitid Staits,7,18,44.292307692307695,3,18-3
18,It es riilat'd tuu [[Norfuk]] an [[Pitkern]].,It es riilatd tuu Norfuk an Pitkern,7,18,44.292307692307695,3,18-3
13,"Alexander Tarasov ([[Rushan]]: ""Александр Николаевич Тарасов""; [[Maach]] 8, 1958, [[Moskou]], [[YoSSR]]) esa [[Rushan]] politishun an teorist.",Alexander Tarasov esa Rushan politishun an teorist,7,18,44.292307692307695,1,18-1
12,"[[Colleen McCullough-Robinson]], , wos an Ostrielyan author.",Colleen_McCulloughRobinson wos an Ostrielyan author,5,18,44.292307692307695,0,18-0
11,Podolsk esa citii i' Moscow Oblast i' [[Rusha]].,Podolsk esa citii i Moscow Oblast i Rusha,8,18,44.292307692307695,0,18-0
10,Tawaiin es unrekogniised bai [[Shiina]] (Piopel's Repablik o' Shiina).,Tawaiin es unrekogniised bai Shiina,5,18,44.292307692307695,3,18-3
9,Hamburg esa big citii i' [[Doichland]].,Hamburg esa big citii i Doichland,6,18,44.292307692307695,0,18-0
26,T' kapitel citii es [[Melban]].,T kapitel citii es Melban,5,18,44.292307692307695,6,18-6
7, es a' ailen kuntriis a' [[Afreka]].,es a ailen kuntriis a Afreka,6,18,44.292307692307695,5,18-5
14,Sierra Leona esa kuntrii i' [[Afreka]].,Sierra Leona esa kuntrii i Afreka,6,18,44.292307692307695,5,18-5
15,[[Shiina]] es t' moost popyulous kuntrii.,Shiina es t moost popyulous kuntrii,6,18,44.292307692307695,5,18-5
17,Westen Ostrielya esa stait o' [[Ostrielya]].,Westen Ostrielya esa stait o Ostrielya,6,18,44.292307692307695,0,18-0
