,text,text_preprocessed,LEN,label,score,aff_lcs,aff_lcs_label
13,[[Ayiti]] tou gen ladan divès zile lanmè.,Ayiti tou gen ladan divès zile lanmè,7,15,49.41891891891892,2,15-2
18,Harlem se yon vil nan eta [[Montana]] .,Harlem se yon vil nan eta Montana,7,15,49.41891891891892,3,15-3
22,Benedict se yon vil nan eta [[Nebraska]] .,Benedict se yon vil nan eta Nebraska,7,15,49.41891891891892,3,15-3
20,Carlo Alberto Castigliano se yon [[matematisyen]] italyen.,Carlo Alberto Castigliano se yon matematisyen italyen,7,15,49.41891891891892,1,15-1
21,"Richard Milhous Nixon (ki fèt [[9 janvye]] 1913, ki mouri [[22 avril]] 1994) se yon politisyen ameriken.",Richard Milhous Nixon se yon politisyen ameriken,7,15,49.41891891891892,0,15-0
11,Tokio Hotel se yon gwoup [[mizisyen]] [[alman]].,Tokio Hotel se yon gwoup mizisyen alman,7,15,49.41891891891892,0,15-0
23,Culbertson se yon vil nan eta [[Montana]] .,Culbertson se yon vil nan eta Montana,7,15,49.41891891891892,3,15-3
24,"Tonton li, [[Cincinnatus Leconte]] te eli Prezidan Ayiti.",Tonton li Cincinnatus_Leconte te eli Prezidan Ayiti,7,15,49.41891891891892,2,15-2
25,François Le Lionnais (1901-1984) se yon [[matematisyen]] [[franse]].,François Le Lionnais se yon matematisyen franse,7,15,49.41891891891892,1,15-1
26,Iranis (senbòl : ) se sètyèm [[planèt]] nan [[sistèm solè]].,Iranis se sètyèm planèt nan sistèm solè,7,15,49.41891891891892,2,15-2
27,Wolbach se yon vil nan eta [[Nebraska]] .,Wolbach se yon vil nan eta Nebraska,7,15,49.41891891891892,3,15-3
12,[[Pale]] san gen yon rezon pou pale.,Pale san gen yon rezon pou pale,7,15,49.41891891891892,0,15-0
4,"[[Konsepsyon]], Definisyon yon moun bay yon bagay.",Konsepsyon Definisyon yon moun bay yon bagay,7,15,49.41891891891892,0,15-0
10,Liv ak atik [[sou]] otè a. Liv.,Liv ak atik sou otè a Liv,7,15,49.41891891891892,2,15-2
9,Stephen Cole Kleene se yon [[matematisyen]] [[ameriken]].,Stephen Cole Kleene se yon matematisyen ameriken,7,15,49.41891891891892,1,15-1
35,Li popilè pou travay [[sou]] ekwasyon diferansyèl.,Li popilè pou travay sou ekwasyon diferansyèl,7,15,49.41891891891892,0,15-0
36,Inman se yon vil nan eta [[Nebraska]] .,Inman se yon vil nan eta Nebraska,7,15,49.41891891891892,3,15-3
32,Zanglè (osnon Lèzanglè) se yon [[vil]] nan [[peyi]] [[Ayiti]].,Zanglè se yon vil nan peyi Ayiti,7,15,49.41891891891892,0,15-0
31,Lagonav se yon [[il]] nan [[peyi]] [[Ayiti]].,Lagonav se yon il nan peyi Ayiti,7,15,49.41891891891892,0,15-0
30,Plymouth se yon vil nan eta [[Nebraska]] .,Plymouth se yon vil nan eta Nebraska,7,15,49.41891891891892,3,15-3
29,Derrick Henry Lehmer se yon [[matematisyen]] [[ameriken]].,Derrick Henry Lehmer se yon matematisyen ameriken,7,15,49.41891891891892,1,15-1
0,Grèk se ki sorti nan peyi [[Grès]].,Grèk se ki sorti nan peyi Grès,7,15,49.41891891891892,2,15-2
1,"Sou 12 jiyè 2019, [[FC Barcelone]] te anonse siyen [[Griezmann]].",Sou jiyè FC_Barcelone te anonse siyen Griezmann,7,15,49.41891891891892,2,15-2
2,Hemingford se yon vil nan eta [[Nebraska]] .,Hemingford se yon vil nan eta Nebraska,7,15,49.41891891891892,3,15-3
3,Lekòl la [[gen]] anpil anpil moun ayisyen.,Lekòl la gen anpil anpil moun ayisyen,7,15,49.41891891891892,2,15-2
34,"Non syantifik li se ""Genipa americana [[L.]]""",Non syantifik li se Genipa americana L,7,15,49.41891891891892,2,15-2
5,Trenton se yon vil nan eta [[Nebraska]] .,Trenton se yon vil nan eta Nebraska,7,15,49.41891891891892,3,15-3
6,Donald Samuel Ornstein se yon [[matematisyen]] [[ameriken]].,Donald Samuel Ornstein se yon matematisyen ameriken,7,15,49.41891891891892,1,15-1
7,Chapo se yon [[rad]] pou tèt la.,Chapo se yon rad pou tèt la,7,15,49.41891891891892,0,15-0
8,"Non syantifik li se ""Piper aduncum [[L.]] """,Non syantifik li se Piper aduncum L,7,15,49.41891891891892,2,15-2
28,Lè li mi yo [[rele]] li fig.,Lè li mi yo rele li fig,7,15,49.41891891891892,2,15-2
10,"Non syantifik li se ""Ternstroemia obovalis [[A.Rich.]]""",Non syantifik li se Ternstroemia obovalis ARich,7,1,49.2,2,1-2
9,Florence Nightingale David se yon [[matematisyen]] britanik.,Florence Nightingale David se yon matematisyen britanik,7,1,49.2,0,1-0
0,Karis se yon [[vil]] nan [[peyi]] [[Ayiti]].,Karis se yon vil nan peyi Ayiti,7,1,49.2,1,1-1
2," se yon [[ekriven]], powet, profesè [[matematik]] [[franse]].",se yon ekriven powet profesè matematik franse,7,1,49.2,2,1-2
3,Manuel Le Lièvre se yon [[aktè]] franse.,Manuel Le Lièvre se yon aktè franse,7,1,49.2,2,1-2
4,Yon dirijan [[move]] espri ki touye moun.,Yon dirijan move espri ki touye moun,7,1,49.2,2,1-2
5,Earle Raymond Hedrick se yon [[matematisyen]] [[ameriken]].,Earle Raymond Hedrick se yon matematisyen ameriken,7,1,49.2,0,1-0
6,Bellevue se yon vil nan eta [[Nebraska]] .,Bellevue se yon vil nan eta Nebraska,7,1,49.2,1,1-1
7,"[[Abi Bernadoth]] (Ekip [[Pascal Obispo]]) ganyen avèk 53,4 % vwa nan dat 13 jen 2020.",Abi_Bernadoth ganyen avèk vwa nan dat jen,7,1,49.2,2,1-2
8,Lasèl se yon [[mòn]] nan lil [[Ispayola]].,Lasèl se yon mòn nan lil Ispayola,7,1,49.2,2,1-2
11,Burwell se yon vil nan eta [[Nebraska]] .,Burwell se yon vil nan eta Nebraska,7,1,49.2,1,1-1
12,Layè se yon komin nan peyi [[Peyiba]].,Layè se yon komin nan peyi Peyiba,7,1,49.2,2,1-2
13,Nelson se yon vil nan eta [[Nebraska]] .,Nelson se yon vil nan eta Nebraska,7,1,49.2,1,1-1
14,"Marcuse se yon [[atis]], yon [[pent]] [[ayisyen]].",Marcuse se yon atis yon pent ayisyen,7,1,49.2,2,1-2
15,Bayard se yon vil nan eta [[Nebraska]] .,Bayard se yon vil nan eta Nebraska,7,1,49.2,1,1-1
16,Otoe se yon vil nan eta [[Nebraska]] .,Otoe se yon vil nan eta Nebraska,7,1,49.2,1,1-1
17,Pewou se yon [[peyi]] nan [[Amerik disid]].,Pewou se yon peyi nan Amerik disid,7,1,49.2,2,1-2
18,"Li nan konte, rejyon Isle Of [[Wight]].",Li nan konte rejyon Isle Of Wight,7,1,49.2,2,1-2
19,Li se youn nan rayisab yo [[Èzili]].,Li se youn nan rayisab yo Èzili,7,1,49.2,2,1-2
20,Swanton se yon vil nan eta [[Nebraska]] .,Swanton se yon vil nan eta Nebraska,7,1,49.2,1,1-1
1,Bennet se yon vil nan eta [[Nebraska]] .,Bennet se yon vil nan eta Nebraska,7,1,49.2,1,1-1
27,Glendale se yon vil nan eta [[Nevada]] .,Glendale se yon vil nan eta Nevada,7,4,49.111111111111114,0,4-0
6,Lib se ki pa nan [[pouvwa]] moun.,Lib se ki pa nan pouvwa moun,7,4,49.111111111111114,1,4-1
5,Verdel se yon vil nan eta [[Nebraska]] .,Verdel se yon vil nan eta Nebraska,7,4,49.111111111111114,0,4-0
26,"Non syantifik li se ""Eugenia crenulata [[Willd]].""",Non syantifik li se Eugenia crenulata Willd,7,4,49.111111111111114,1,4-1
25,Katsushika se yon vil nan eta [[Tokyo]],Katsushika se yon vil nan eta Tokyo,7,4,49.111111111111114,0,4-0
24,Lilavach se yon zil nan [[peyi]] [[Ayiti]].,Lilavach se yon zil nan peyi Ayiti,7,4,49.111111111111114,1,4-1
11,ea Ranch Lakes se yon vil [[Etazini]].,ea Ranch Lakes se yon vil Etazini,7,4,49.111111111111114,1,4-1
4,Rachel se yon vil nan eta [[Nevada]] .,Rachel se yon vil nan eta Nevada,7,4,49.111111111111114,0,4-0
3,Kapotiy se yon [[vil]] nan [[peyi]] [[Ayiti]].,Kapotiy se yon vil nan peyi Ayiti,7,4,49.111111111111114,0,4-0
2,Plattsmouth se yon vil nan eta [[Nebraska]] .,Plattsmouth se yon vil nan eta Nebraska,7,4,49.111111111111114,0,4-0
1,Holdrege se yon vil nan eta [[Nebraska]] .,Holdrege se yon vil nan eta Nebraska,7,4,49.111111111111114,0,4-0
0,Jackpot se yon vil nan eta [[Nevada]] .,Jackpot se yon vil nan eta Nevada,7,4,49.111111111111114,0,4-0
7,"Pwente, [[Pran]] yon direksyon tankou yon pwent.",Pwente Pran yon direksyon tankou yon pwent,7,4,49.111111111111114,1,4-1
8,"Alén, Luz [[de Luna]] se yon telenovela ajanten.",Alén Luz de_Luna se yon telenovela ajanten,7,4,49.111111111111114,1,4-1
9,Depatman [[Grandans]] divize an 3 awondisman ak 13 komin :,Depatman Grandans divize an awondisman ak komin,7,4,49.111111111111114,1,4-1
10,Donald John Lewis se yon [[matematisyen]] [[ameriken]].,Donald John Lewis se yon matematisyen ameriken,7,4,49.111111111111114,2,4-2
12,Jackson se yon vil nan eta [[Nebraska]] .,Jackson se yon vil nan eta Nebraska,7,4,49.111111111111114,0,4-0
23,Gilbert Ames Bliss se yon [[matematisyen]] [[ameriken]].,Gilbert Ames Bliss se yon matematisyen ameriken,7,4,49.111111111111114,2,4-2
13,"[[Fran]], Kòb moun sèvi nan peyi [[Frans]].",Fran Kòb moun sèvi nan peyi Frans,7,4,49.111111111111114,1,4-1
14,Julien Raimond se yon pèsonalite [[ayisyen]]    Referans.,Julien Raimond se yon pèsonalite ayisyen Referans,7,4,49.111111111111114,1,4-1
15,Harlowton se yon vil nan eta [[Montana]] .,Harlowton se yon vil nan eta Montana,7,4,49.111111111111114,0,4-0
16,"Hans'L se yon [[atis]], yon [[pent]] [[ayisyen]].",HansL se yon atis yon pent ayisyen,7,4,49.111111111111114,1,4-1
17,Carl Wilhelm Borchardt se yon [[matematisyen]] [[alman]].,Carl Wilhelm Borchardt se yon matematisyen alman,7,4,49.111111111111114,2,4-2
18,Phillips se yon vil nan eta [[Nebraska]] .,Phillips se yon vil nan eta Nebraska,7,4,49.111111111111114,0,4-0
20,Bartlett se yon vil nan eta [[Nebraska]] .,Bartlett se yon vil nan eta Nebraska,7,4,49.111111111111114,0,4-0
21,Fairbury se yon vil nan eta [[Nebraska]] .,Fairbury se yon vil nan eta Nebraska,7,4,49.111111111111114,0,4-0
22,[[Guadalajara]] se kapital endistriyèl nan lwès [[Meksik]].,Guadalajara se kapital endistriyèl nan lwès Meksik,7,4,49.111111111111114,1,4-1
19,Broadwater se yon vil nan eta [[Nebraska]] .,Broadwater se yon vil nan eta Nebraska,7,4,49.111111111111114,0,4-0
19,Legal se ki rantre anba kouvèti [[lwa]].,Legal se ki rantre anba kouvèti lwa,7,12,48.64367816091954,1,12-1
0,"Non syantifik li se ""Amyris balsamifera [[L.]] """,Non syantifik li se Amyris balsamifera L,7,12,48.64367816091954,1,12-1
15,Frans se yon [[peyi]] nan [[kontinan]] [[Ewòp]].,Frans se yon peyi nan kontinan Ewòp,7,12,48.64367816091954,0,12-0
1,Vèrèt se yon [[vil]] nan [[peyi]] [[Ayiti]].,Vèrèt se yon vil nan peyi Ayiti,7,12,48.64367816091954,2,12-2
29,Chuo se yon vil nan eta [[Tokyo]],Chuo se yon vil nan eta Tokyo,7,12,48.64367816091954,2,12-2
28,"[[Nan]] lane 2004, popilasyon li te konte 1,285 moun.",Nan lane popilasyon li te konte moun,7,12,48.64367816091954,1,12-1
26,Benkelman se yon vil nan eta [[Nebraska]] .,Benkelman se yon vil nan eta Nebraska,7,12,48.64367816091954,2,12-2
25,"Zh'seid té [[Santa-Maria]], Nina ah, [[Pinta]] ah.",Zhseid té SantaMaria Nina ah Pinta ah,7,12,48.64367816091954,1,12-1
24,Nemaha se yon vil nan eta [[Nebraska]] .,Nemaha se yon vil nan eta Nebraska,7,12,48.64367816091954,2,12-2
23,Chester se yon vil nan eta [[Montana]] .,Chester se yon vil nan eta Montana,7,12,48.64367816091954,2,12-2
22,Troy se yon vil nan eta [[Montana]] .,Troy se yon vil nan eta Montana,7,12,48.64367816091954,2,12-2
21,[[Kategori:Moun]] [[Kategori:[[Aktè]]]] [[Kategori:[[Aktè]] alman]] [[Kategori:Nesans nan lane 1963]],KategoriMoun KategoriAktè KategoriAktè alman KategoriNesans nan lane,7,12,48.64367816091954,3,12-3
20,Pita li viv avèk [[Jane Birkin]] ant 1980 ak 1992.,Pita li viv avèk Jane_Birkin ant ak,7,12,48.64367816091954,1,12-1
18,Primm se yon vil nan eta [[Nevada]] .,Primm se yon vil nan eta Nevada,7,12,48.64367816091954,2,12-2
17,"Jean se yon [[atis]], yon [[pent]] [[ayisyen]].",Jean se yon atis yon pent ayisyen,7,12,48.64367816091954,0,12-0
16,Imanitè se ki bon pou lòt [[moun]].,Imanitè se ki bon pou lòt moun,7,12,48.64367816091954,1,12-1
27,Se sa yo [[rele]] yon enfeksyon Kandida.,Se sa yo rele yon enfeksyon Kandida,7,12,48.64367816091954,0,12-0
14,Kafou se yon [[vil]] nan [[peyi]] [[Ayiti]].,Kafou se yon vil nan peyi Ayiti,7,12,48.64367816091954,2,12-2
8,Twa fèy twa pawòl se yon [[zèb]].,Twa fèy twa pawòl se yon zèb,7,12,48.64367816091954,0,12-0
3,Gordon se yon vil nan eta [[Nebraska]] .,Gordon se yon vil nan eta Nebraska,7,12,48.64367816091954,2,12-2
4,"Depi 2006, li ap viv avèk aktè [[Jean-Pierre Lorit]].",Depi li ap viv avèk aktè JeanPierre_Lorit,7,12,48.64367816091954,1,12-1
5,Octavia se yon vil nan eta [[Nebraska]] .,Octavia se yon vil nan eta Nebraska,7,12,48.64367816091954,2,12-2
7,"Eta [[Ayiti]], [[Wayòm Ayiti]] ak Repiblik la (1806-1820).",Eta Ayiti Wayòm Ayiti ak Repiblik la,7,12,48.64367816091954,1,12-1
6,Setagaya se yon vil nan eta [[Tokyo]].,Setagaya se yon vil nan eta Tokyo,7,12,48.64367816091954,2,12-2
9,"Ant 2013 ak 2015, menaj li te aktris [[Mélanie Bernier]].",Ant ak menaj li te aktris Mélanie_Bernier,7,12,48.64367816091954,1,12-1
10,"Jacques se yon [[atis]], yon [[pent]] [[ayisyen]].",Jacques se yon atis yon pent ayisyen,7,12,48.64367816091954,0,12-0
11,Clinton se yon vil nan eta [[Nebraska]] .,Clinton se yon vil nan eta Nebraska,7,12,48.64367816091954,2,12-2
2,Vijini de Lwès se yon [[eta]] Ozetazini,Vijini de Lwès se yon eta Ozetazini,7,12,48.64367816091954,0,12-0
12,Matematisyen se yon moun ki fè [[matematik]].,Matematisyen se yon moun ki fè matematik,7,12,48.64367816091954,0,12-0
13,Carlo Emilio Bonferroni se yon [[matematisyen]] italyen.,Carlo Emilio Bonferroni se yon matematisyen italyen,7,12,48.64367816091954,0,12-0
5,Dorothy Maud Wrinch se yon [[matematisyen]] [[angle]].,Dorothy Maud Wrinch se yon matematisyen angle,7,16,48.36363636363637,1,16-1
0,Pierce se yon vil nan eta [[Nebraska]] .,Pierce se yon vil nan eta Nebraska,7,16,48.36363636363637,2,16-2
1,Livingston se yon vil nan eta [[Montana]] .,Livingston se yon vil nan eta Montana,7,16,48.36363636363637,2,16-2
2,Huntley se yon vil nan eta [[Nebraska]] .,Huntley se yon vil nan eta Nebraska,7,16,48.36363636363637,2,16-2
3,"Non syantifik li se ""Dunalia arborescens ([[L.]]) Sleum.",Non syantifik li se Dunalia arborescens Sleum,7,16,48.36363636363637,0,16-0
4,Ceresco se yon vil nan eta [[Nebraska]] .,Ceresco se yon vil nan eta Nebraska,7,16,48.36363636363637,2,16-2
6,Clarks se yon vil nan eta [[Nebraska]] .,Clarks se yon vil nan eta Nebraska,7,16,48.36363636363637,2,16-2
8,[[La]] démarche du prosateur est complètement différente.,La démarche du prosateur est complètement différente,7,16,48.36363636363637,3,16-3
9,Jiggs se yon vil nan eta [[Nevada]] .,Jiggs se yon vil nan eta Nevada,7,16,48.36363636363637,2,16-2
10,Ernesto Gómez Cruz (ki fèt an [[7 novanm]] 1933) se yon aktè meksiken.,Ernesto Gómez Cruz se yon aktè meksiken,7,16,48.36363636363637,1,16-1
7,Hobson se yon vil nan eta [[Montana]] .,Hobson se yon vil nan eta Montana,7,16,48.36363636363637,2,16-2
26,Almanak gregoryen se [[almanak]] [[kretyen]] pou [[lane]].,Almanak gregoryen se almanak kretyen pou lane,7,2,47.79679144385027,2,2-2
