,text,text_preprocessed,LEN,label,score,aff_lcs,aff_lcs_label
1,En diciembre toca ante las tropas estadounidenses en [[Kosovo]].,En diciembre toca ante las tropas estadounidenses en Kosovo,9,14,42.333333333333336,0,14-0
2,Uetersen es un pueblo [[Alemania]].,Uetersen es un pueblo Alemania,5,14,42.333333333333336,1,14-1
3,[[La]] cuenca es la cuenca del Plata.,La cuenca es la cuenca del Plata,7,14,42.333333333333336,1,14-1
4,"Mandiraja, un Distrito na provincia de Java Central, [[Indonesia]].",Mandiraja un Distrito na provincia de Java Central Indonesia,9,9,42.3,1,9-1
0,"El Belgica (""Koninkrijk België"", ""Royaume de Belgique"", ""Königreich Belgien"") amo un pais na [[Europa]].",El Belgica amo un pais na Europa,7,9,42.3,0,9-0
1,[[Beka Davituliani]] es un georgiano politico.,Beka_Davituliani es un georgiano politico,5,9,42.3,0,9-0
2,"El Líbano (""لبنان""), es un pais na [[Asia]].",El Líbano es un pais na Asia,7,9,42.3,0,9-0
3,Aqui ta termina el tiempo del [[Pascua]].,Aqui ta termina el tiempo del Pascua,7,9,42.3,0,9-0
0,"El campus principa ay en la [[ciudad de Zamboanga]], [[Filipinas]].",El campus principa ay en la ciudad_de_Zamboanga Filipinas,8,0,42.0,0,0-0
1,"Ya abri su servicio na 1930, aunque ya comenza na [[2008]].",Ya abri su servicio na aunque ya comenza na,9,0,42.0,1,0-1
2,Ele es el esposo del [[Imelda Marcos]].,Ele es el esposo del Imelda_Marcos,6,0,42.0,1,0-1
2,"Fue Presidente de las Fiestas Patronales de Elorza, [[Edo]].",Fue Presidente de las Fiestas Patronales de Elorza Edo,9,36,41.75555555555555,0,36-0
8,Tiene con maga 321.883 habitantes ([[2006]]).,Tiene con maga habitantes,4,36,41.75555555555555,2,36-2
9,Obtuvo el disco de oro en los [[Estados Unidos]].,Obtuvo el disco de oro en los Estados_Unidos,8,36,41.75555555555555,2,36-2
1,Eduard Shevardnadze Presidente [[Georgia]] (1995-2003).,Eduard Shevardnadze Presidente Georgia,4,36,41.75555555555555,2,36-2
0,"Si Vano Merabishvili (ივანე ""ვანო"" მერაბიშვილი; 15 de Abril de 1968) amo un politico de [[Georgia]].",Si Vano Merabishvili amo un politico de Georgia,8,36,41.75555555555555,2,36-2
5,"Si Simon Pegg (n. [[14 de Febrero]], [[1970]]) ay un comediante na [[Inglatera]].",Si Simon Pegg ay un comediante na Inglatera,8,36,41.75555555555555,2,36-2
6,[[Khatia Dekanoidze]] es un georgiano politico.,Khatia_Dekanoidze es un georgiano politico,5,36,41.75555555555555,1,36-1
7,El Lisboa es el ciudad capital del [[Portugal]].,El Lisboa es el ciudad capital del Portugal,8,36,41.75555555555555,2,36-2
4,El Roma amo el capital del' [[Italia]],El Roma amo el capital del Italia,7,36,41.75555555555555,2,36-2
3,[[Ana Zubashvili]] es un georgiano modelo.,Ana_Zubashvili es un georgiano modelo,5,36,41.75555555555555,1,36-1
0,Año 1962 es la maga [[año]] del calendario.,Año es la maga año del calendario,7,33,41.714285714285715,1,33-1
1,[[La]] popularidad de Whitney iba en aumento.,La popularidad de Whitney iba en aumento,7,33,41.714285714285715,0,33-0
2,Khary Payton (16 de May de [[1972]]) es una actor es estadounidense.,Khary Payton es una actor es estadounidense,7,33,41.714285714285715,1,33-1
3,[[Polina Gagarina]] es un actriz y cantante,Polina_Gagarina es un actriz y cantante,6,33,41.714285714285715,1,33-1
4,"En [[Australia]], se ha pasado de Platino.",En Australia se ha pasado de Platino,7,33,41.714285714285715,1,33-1
5,Dagupán es un migay sa 31 na [[barangay]].,Dagupán es un migay sa na barangay,7,33,41.714285714285715,1,33-1
6,"Es un obra del Renascimiento, que fué pintada entre [[1975]].",Es un obra del Renascimiento que fué pintada entre,9,33,41.714285714285715,2,33-2
7,"En [[23 de febrero]], [[1998]], acto de la república.",En _de_febrero acto de la república,6,8,41.70995670995671,2,8-2
17,"   na región de [[Mindanao]], .",na región de Mindanao,4,8,41.70995670995671,2,8-2
14,El capitolio en [[Guatemala]].,El capitolio en Guatemala,4,8,41.70995670995671,2,8-2
16,[[Isko Daseni]] es un georgiano politico.,Isko_Daseni es un georgiano politico,5,8,41.70995670995671,1,8-1
6,"Cambió a 16 en [[1965]], pero regresó a 11 en [[1969]].",Cambió a en pero regresó a en,7,8,41.70995670995671,2,8-2
18,Se exporta principalmente a la [[Unión Europea]] y a [[China]].,Se exporta principalmente a la Unión_Europea y a China,9,8,41.70995670995671,2,8-2
19,[[Ana Buchukuri]] es un georgiano politico.,Ana_Buchukuri es un georgiano politico,5,8,41.70995670995671,1,8-1
20,[[Irakli Beraia]] es un georgiano politico.,Irakli_Beraia es un georgiano politico,5,8,41.70995670995671,1,8-1
1,Infiltrados en el [[Reino Unido]].,Infiltrados en el Reino_Unido,4,8,41.70995670995671,2,8-2
0,Pamahalaang [[Bayan]] Ng [[Los Banos]] (2020-2022).,Pamahalaang Bayan Ng Los Banos,5,8,41.70995670995671,2,8-2
21,[[It]] earned ₱2.3 billion in 2007.,It earned ₱ billion in,5,8,41.70995670995671,2,8-2
15,[[Akaki Bobokhidze]] es un georgiano politico.,Akaki_Bobokhidze es un georgiano politico,5,8,41.70995670995671,1,8-1
10,Un pajaro tene un [[pico]] y alas.,Un pajaro tene un pico y alas,7,8,41.70995670995671,2,8-2
5,- Entre los amores de Jessica figura el tenista [[Andy Roddick]].,Entre los amores de Jessica figura el tenista Andy_Roddick,9,8,41.70995670995671,2,8-2
4,Marcelo Achcar de Faria (nacida el 15 de novembro de [[1971]]) es un actor [[brasil]]eña.,Marcelo Achcar de Faria es un actor brasileña,8,8,41.70995670995671,2,8-2
3,El Nuuk es el ciudad capital del [[Groenlandia]].,El Nuuk es el ciudad capital del Groenlandia,8,8,41.70995670995671,2,8-2
2,Candelaria este dividi politicamente na 25 [[barangay]].,Candelaria este dividi politicamente na barangay,6,8,41.70995670995671,2,8-2
8,Algunos lugares turísticos de Mérida [[son]]: Deportes.,Algunos lugares turísticos de Mérida son Deportes,7,8,41.70995670995671,2,8-2
9,[[Giorgi Godabrelidze]] es un georgiano politico.,Giorgi_Godabrelidze es un georgiano politico,5,8,41.70995670995671,1,8-1
13,"[[Pero]] cuando llegó al sitio designado, [[Aguinaldo]] no estaba.",Pero cuando llegó al sitio designado Aguinaldo no estaba,9,8,41.70995670995671,2,8-2
12,[[Cebú]]]]) -- un rama de la universidad de las [[Filipinas]] (sistema de U.P.),Cebú un rama de la universidad de las Filipinas,9,8,41.70995670995671,2,8-2
11,"El population ""[[Mexicanos]]"" stadounidense conta 111 milliones habitantes.",El population Mexicanos stadounidense conta milliones habitantes,7,8,41.70995670995671,0,8-0
0,Juanes Juanes es un cantante de [[Colombia]] de pop.,Juanes Juanes es un cantante de Colombia de pop,9,1,41.666666666666664,1,1-1
5,Na italiano el completo denominación amo [[Stato della Città del Vaticano]].,Na italiano el completo denominación amo Stato_della_Città_del_Vaticano,7,1,41.666666666666664,2,1-2
3,"Entre [[1955]] y [[1959]], da sus primeros pasos en política.",Entre y da sus primeros pasos en política,8,1,41.666666666666664,1,1-1
2,Sus referentes musicales son Miguel Bose y [[Madonna]].,Sus referentes musicales son Miguel Bose y Madonna,8,1,41.666666666666664,0,1-0
1,"David Woodard (Santa Barbara, [[California]] ta nacida el 6 de Abril de [[1964]]) es un condutor y escritor Americano.",David Woodard es un condutor y escritor Americano,8,1,41.666666666666664,1,1-1
4,si Huang ya estudia historia na [[Pekín]] (1926-1935).,si Huang ya estudia historia na Pekín,7,1,41.666666666666664,1,1-1
12,"El Portugués (""Português""), es un lenguaje en [[mundo]].",El Portugués es un lenguaje en mundo,7,16,41.34615384615385,0,16-0
0,"Brunei (بروني دارالسلام, ""Negara Brunei Darussalam"") es un pais na [[Asia]].",Brunei es un pais na Asia,6,16,41.34615384615385,0,16-0
1,Año 2003 es un maga [[año]] del calendario.,Año es un maga año del calendario,7,16,41.34615384615385,0,16-0
3,2007-presente: Grandes éxitos y [[cuarto]] álbum de estudio.,presente Grandes éxitos y cuarto álbum de estudio,8,16,41.34615384615385,0,16-0
4,Giorgi ([[Gigi) Ugulava]] es un georgiano politico.,Giorgi Ugulava es un georgiano politico,6,16,41.34615384615385,0,16-0
2,"Claude-Oscar Monet pintor impresionista francés (París, [[Francia]],14 de noviembre de 1840 -Giverny -Sur-Eure, 5 de diciembre de 1926).",ClaudeOscar Monet pintor impresionista francés,5,16,41.34615384615385,0,16-0
11,[[La moneda]] oficial del [[Perú]] es el Nuevo [[Sol]] (S/.),La_moneda oficial del Perú es el Nuevo Sol,8,16,41.34615384615385,0,16-0
8,"Norma Camins-Conti)"" Mientras [[Que]] Yo Ta Vivi<br/> ""(Compositora: Sñra.",Norma CaminsConti Mientras Que Yo Ta Vivibr Compositora Sñra,9,16,41.34615384615385,1,16-1
10,Históricamente fue un departamento con neto predominio [[colorado]].,Históricamente fue un departamento con neto predominio colorado,8,16,41.34615384615385,2,16-2
7,"Universidad de [[Michoacán]] , Simposio Internacional: "".",Universidad de Michoacán Simposio Internacional,5,16,41.34615384615385,0,16-0
5,Ciudad que jendeh tu hay olvida Vamos a [[Zamboanga]]!,Ciudad que jendeh tu hay olvida Vamos a Zamboanga,9,16,41.34615384615385,0,16-0
9,Autor del [[Ante]]-[[proyecto]] [[Nacional]] [[Simón Bolívar]] (1991).,Autor del Anteproyecto Nacional Simón Bolívar,6,16,41.34615384615385,0,16-0
6,[[Monica Bellucci]] es un italiano actriz,Monica_Bellucci es un italiano actriz,5,16,41.34615384615385,0,16-0
0,"Del año [[1983]], este iglesia ya principia na [[Filipinas]].",Del año este iglesia ya principia na Filipinas,8,22,41.333333333333336,0,22-0
1,[[Bleona Qereti]] es una cantante de [[Albania]].,Bleona_Qereti es una cantante de Albania,6,22,41.333333333333336,1,22-1
2,[[Nina Sublatti]] (Sulaberidze) es un cantante,Nina_Sublatti es un cantante,4,22,41.333333333333336,1,22-1
3,Los años dorados de [[Brasil]].,Los años dorados de Brasil,5,22,41.333333333333336,1,22-1
14,"Era [[PG]], generación NXT (2008-2016).",Era PG generación NXT,4,26,41.04761904761905,0,26-0
13,La gira comenzó en [[Panamá]] y concluyó en [[Argentina]].,La gira comenzó en Panamá y concluyó en Argentina,9,26,41.04761904761905,0,26-0
11,Hay alrededor de 5000 a 7000 maga lenguaje ahora na [[mundo]].,Hay alrededor de a maga lenguaje ahora na mundo,9,26,41.04761904761905,0,26-0
10,"Agnes Monica Muljoto (n. [[Indonesia]], 1 de Julio de 1986) es un cantor de [[Indonesia]].",Agnes Monica Muljoto es un cantor de Indonesia,8,26,41.04761904761905,0,26-0
9,"Bangladesh (গণপ্রজাতন্ত্রী বাংলাদেশ, ""Gônoprojatontri Bangladêš"") es un pais del sur de [[Asia]].",Bangladesh es un pais del sur de Asia,8,26,41.04761904761905,0,26-0
12,"No Te Vayas de [[Zamboanga]]<br/> ""(Compositor: Sñr.",No Te Vayas de Zamboangabr Compositor Sñr,7,26,41.04761904761905,0,26-0
3,"El Inglés (""English""), es un lenguaje en [[mundo]].",El Inglés es un lenguaje en mundo,7,26,41.04761904761905,0,26-0
1," Si Rowan Sebastián Atkinson (n. Enero 6, [[1955]]) ay un comediante na [[Inglatera]].",Si Rowan Sebastián Atkinson ay un comediante na Inglatera,9,26,41.04761904761905,1,26-1
2,Na casa municipal de [[Cavite]].,Na casa municipal de Cavite,5,26,41.04761904761905,0,26-0
7,Pagbilao es politicamente dividido en 27 [[barangay]].,Pagbilao es politicamente dividido en barangay,6,26,41.04761904761905,0,26-0
6,"El venerable Ñāṇamoli (ඤාණමොලි na escritura cingalés; nombre secular: Ninoslav Molnár; nacido na 1983) amo monje ""theravāda"" desde na [[Serbia]].",El venerable Ñāṇamoli amo monje theravāda desde na Serbia,9,26,41.04761904761905,3,26-3
5,(1) [[Artigas]] formaba parte del departamento de [[Salto]] Turismo.,Artigas formaba parte del departamento de Salto Turismo,8,26,41.04761904761905,2,26-2
8,Tiempo de Venido de [[Magellan]].,Tiempo de Venido de Magellan,5,26,41.04761904761905,0,26-0
0,Naic tiene 32 maga [[barangay]]:,Naic tiene maga barangay,4,26,41.04761904761905,0,26-0
4,"Comporme del [[2011]] census este tiene populacion de 547,733 maga gente.",Comporme del census este tiene populacion de maga gente,9,26,41.04761904761905,0,26-0
24,Los superiores los realiza en el [[Universidad Católica Santiago de Guayaquil]].,Los superiores los realiza en el Universidad_Católica_Santiago_de_Guayaquil,7,19,40.81428571428572,6,19-6
23,Los Andes es un comuna en [[Chile]].,Los Andes es un comuna en Chile,7,19,40.81428571428572,8,19-8
22,"Miyamoto Musashi (c. 1584 – 13 de Junio, 1645) ay un [[samurai]], escritor y ronin.",Miyamoto Musashi ay un samurai escritor y ronin,8,19,40.81428571428572,1,19-1
15,Disputa limítrofe [[con]] [[Guyana]].,Disputa limítrofe con Guyana,4,19,40.81428571428572,1,19-1
20,"Comandante Fundador del Nucleo Cívico-Militar del Desarrollo Fronterizo [[Arauca]]-Meta, 1986-87-88.",Comandante Fundador del Nucleo CívicoMilitar del Desarrollo Fronterizo AraucaMeta,9,19,40.81428571428572,5,19-5
19,[[Nino Kasradze]] es un georgiano actriz,Nino_Kasradze es un georgiano actriz,5,19,40.81428571428572,2,19-2
25,El capitolio en [[Jerusalén]].,El capitolio en Jerusalén,4,19,40.81428571428572,1,19-1
17,[[La]] maga universidad cuenta con las maga facultades de:,La maga universidad cuenta con las maga facultades de,9,19,40.81428571428572,4,19-4
16,El Comic Relief es un banda [[Zamboangueño]].,El Comic Relief es un banda Zamboangueño,7,19,40.81428571428572,8,19-8
26,"Sergio Osmeña (Nacimiento: 9 de Setiembre, 1878 na [[Cebu]] y Muerto: 19 de Octubre, 1961 na Quezon City), el aca-4 Presidente de Filipinas.",Sergio Osmeña el aca Presidente de Filipinas,7,19,40.81428571428572,1,19-1
21,Es una maga nacion situada en [[Asia]].,Es una maga nacion situada en Asia,7,19,40.81428571428572,1,19-1
14,[[Leonardo da Vinci]] [[pintor]] [[artista]] [[italiano]] (15 de abril 1452 - 2 de mayo de 1519).,Leonardo_da_Vinci pintor artista italiano,4,19,40.81428571428572,1,19-1
28,Casao con Jose Miguel Arroyo del año [[1968]].,Casao con Jose Miguel Arroyo del año,7,19,40.81428571428572,1,19-1
13,[[Medios]] de [[comunicación]] del [[Perú]].,Medios de comunicación del Perú,5,19,40.81428571428572,1,19-1
12,"[[La ""Justicia]] Electoral"" fiscaliza y organiza el proceso electoral brasileño.",La_Justicia Electoral fiscaliza y organiza el proceso electoral brasileño,9,19,40.81428571428572,3,19-3
11,[[La]] capital del país es [[Lima]].,La capital del país es Lima,6,19,40.81428571428572,1,19-1
10,Ani [[Bebia]] es un georgiano actriz,Ani Bebia es un georgiano actriz,6,19,40.81428571428572,2,19-2
9,"), o grupo de personas (bandera nacional, Naciones Unidas, la [[Unión Europea]], la NATO y la Cruz Roja, por citar unos ejemplos).",o grupo de personas,4,19,40.81428571428572,1,19-1
8,Lingayen es un migay sa 32 na [[barangay]],Lingayen es un migay sa na barangay,7,19,40.81428571428572,8,19-8
7,Josh Duhamel (ta nacida el 14 de november de [[1972]]) es una actor es estadounidense.,Josh Duhamel es una actor es estadounidense,7,19,40.81428571428572,8,19-8
6,[[Vera Kobalia]] es un georgiano politico.,Vera_Kobalia es un georgiano politico,5,19,40.81428571428572,2,19-2
5,[[Nini Shermadini]] es un cantante,Nini_Shermadini es un cantante,4,19,40.81428571428572,8,19-8
4,La ciudad tiene a [[tarifa de la instrucción]] de el 97%.,La ciudad tiene a tarifa_de_la_instrucción de el,7,19,40.81428571428572,1,19-1
3,Na Tiempo [[Del]] Maga Español.,Na Tiempo Del Maga Español,5,19,40.81428571428572,1,19-1
2,Yeniceoba es un [[regiones de Turquía]],Yeniceoba es un regiones_de_Turquía,4,19,40.81428571428572,8,19-8
1,[[Holanda]] controló Bahía entre mayo de 1624 y abril de 1625.,Holanda controló Bahía entre mayo de y abril de,9,19,40.81428571428572,1,19-1
0,"Area metropolitana del ciudad tiene un populacion 7,314,176 gente ([[2015]]).",Area metropolitana del ciudad tiene un populacion gente,8,19,40.81428571428572,0,19-0
27,Catanauan es politicamente dividi na 46 na [[barangay]],Catanauan es politicamente dividi na na barangay,7,19,40.81428571428572,8,19-8
18,[[Commonwealth]] y el norte de Balara.,Commonwealth y el norte de Balara,6,19,40.81428571428572,1,19-1
29,2003 2004 2006 MTV [[Europe]] Music Awards.,MTV Europe Music Awards,4,19,40.81428571428572,1,19-1
33,El capitolio en [[Asunción]].,El capitolio en Asunción,4,19,40.81428571428572,1,19-1
35,[[Kate Winslet]] es un actriz,Kate_Winslet es un actriz,4,19,40.81428571428572,8,19-8
34,[[Jennifer Shrader Lawrence]] es un americano actriz,Jennifer_Shrader_Lawrence es un americano actriz,5,19,40.81428571428572,8,19-8
30,El ciudad ya conforma las siguientes localidades (populacion [[2004]]):,El ciudad ya conforma las siguientes localidades,7,19,40.81428571428572,1,19-1
32,Tu grand-[[Papa]] Ding es mi maestro.,Tu grandPapa Ding es mi maestro,6,19,40.81428571428572,1,19-1
31,"Comandante del Escuadrón de [[Caballería]] Francisco Farfán, Elorza ([[Apure]], 1985-86).",Comandante del Escuadrón de Caballería Francisco Farfán Elorza,8,19,40.81428571428572,7,19-7
9,[[Jéssica Simpson]] es considerado Soprano lírica.,Jéssica_Simpson es considerado Soprano lírica,5,21,40.53030303030303,1,21-1
1,"新沖縄文字 (Shin [[Okinawa]]-moji), creado por Yoshiaki Funazu (船津好明 Funazu Yoshiaki?",新沖縄文字 creado por Yoshiaki Funazu 船津好明 Funazu Yoshiaki,8,21,40.53030303030303,1,21-1
10,Giorgi Margvelashvili es un 4º Presidente [[Georgia]] (2013-2018).,Giorgi Margvelashvili es un º Presidente Georgia,7,21,40.53030303030303,1,21-1
8,Kendall Nicole Jenner (ta nacida el 3 de Noviembre de [[1995]]) es una actriz es estadounidense.,Kendall Nicole Jenner es una actriz es estadounidense,8,21,40.53030303030303,1,21-1
7,[[Coritiba]] juega en [[Major Antônio Couto Pereira]].,Coritiba juega en Major Antônio Couto Pereira,7,21,40.53030303030303,1,21-1
6,[[Franka Batelić]] (ta nacida el 1992) es un cantante de pop y soul.,Franka_Batelić es un cantante de pop y soul,8,21,40.53030303030303,1,21-1
5,Tacloban se subdivide en 138 [[barangay]]: Demografía.,Tacloban se subdivide en barangay Demografía,6,21,40.53030303030303,1,21-1
4,Tu grand [[papa]] Ding es un compositor de musica.,Tu grand papa Ding es un compositor de musica,9,21,40.53030303030303,1,21-1
3,[[Categoría:[[Wikipedia]]:Fichas|]] [[category:Las ciudades na [[Filipinas]]]],CategoríaWikipediaFichas categoryLas ciudades na Filipinas,5,21,40.53030303030303,0,21-0
2,El Ottawa (en lengua inglﾃｩs: [ﾋ伊稚ﾉ冽ﾉ兢 i en lengua francﾃｩs: [ﾉ杯aﾋ塡a]) es el ciudad capital del [[Canada]].,El Ottawa es el ciudad capital del Canada,8,21,40.53030303030303,1,21-1
0,Edirne es una ciudad na [[Turquía]].,Edirne es una ciudad na Turquía,6,21,40.53030303030303,1,21-1
11,Vissoie es un pueblo [[Suiza]].,Vissoie es un pueblo Suiza,5,21,40.53030303030303,1,21-1
0,"Su vicepresidente, José Sarney, na ya proclama presidente na [[1985]].",Su vicepresidente José Sarney na ya proclama presidente na,9,42,40.5,0,42-0
1,[[Levan Varshalomidze]] es un georgiano politico.,Levan_Varshalomidze es un georgiano politico,5,42,40.5,0,42-0
2,Vida juventud y [[unión]].,Vida juventud y unión,4,42,40.5,0,42-0
3,"Membro del Partito republicano, ele representa ya [[California]].",Membro del Partito republicano ele representa ya California,8,42,40.5,1,42-1
0,Su capital ay [[Boston]].,Su capital ay Boston,4,45,40.1,0,45-0
1,Harold Rowe Holbrook (ta nacida el [[17 de Febrero]] de 1925) es una actor es estadounidense.,Harold Rowe Holbrook es una actor es estadounidense,8,45,40.1,1,45-1
2,Keegan-Michael Key (22 de March de [[1971]]) es una actor es estadounidense.,KeeganMichael Key es una actor es estadounidense,7,45,40.1,1,45-1
3,También hubo una significativa inmigración de franceses (ubicados en [[Lima]] y en El Callao).,También hubo una significativa inmigración de franceses,7,45,40.1,0,45-0
4,Breinigerberg es un pueblo [[Alemania]].,Breinigerberg es un pueblo Alemania,5,45,40.1,0,45-0
5,"Gabriela Silang(nasi na [[Ilocos Sur]] 19 de Marso, 1731 - murio 20 Septyembre 1763) ay rebelyone.",Gabriela Silang ay rebelyone,4,34,39.68571428571428,1,34-1
0,[[Fin]] del mandato y sucesor.,Fin del mandato y sucesor,5,34,39.68571428571428,1,34-1
1,[[Nina Kraljić]] (ta nacida el 1992) es un cantante de pop.,Nina_Kraljić es un cantante de pop,6,34,39.68571428571428,1,34-1
2,El Berlín amo el capital del [[Alemania]].,El Berlín amo el capital del Alemania,7,34,39.68571428571428,1,34-1
