Tokens	Left_Offset	Left	Left_ID	Right_Offset	Right	Right_ID	Property
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Jaén', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[6]	Jaén	Q95025	[15]	Espay	Q29	P17
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Jaén', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[11]	Andalouzi	Q5783	[15]	Espay	Q29	P17
['Nicole', 'Marie', 'Jeanne', 'Andrieu', ',', 'rele', 'Nicole', 'Courcel', ',', 'ki', 'fèt', '21', 'oktòb', '1931', 'nan', 'vil', 'Saint', '-', 'Cloud', 'depatman', 'Seine', '-', 'et', '-', 'Oise', '(', 'Frans', ')', 'epi', 'ki', 'mouri', '25', 'jen', '2016', 'nan', 'Pari', ',', 'se', 'yon', 'aktris', 'fransèz', '.']	[26]	Frans	Q142	[35]	Pari	Q90	P17
['Juste', 'Chanlatte', 'etidye', 'nan', 'Pari', '(', 'Frans', ')', 'nan', 'Collège', 'Louis', '-', 'le', '-', 'Grand', '.']	[4]	Pari	Q90	[6]	Frans	Q142	P36
['Michel', 'Simeon', 'se', 'yon', 'atis', ',', 'yon', 'pent', 'ayisyen', '.']	[4]	atis	Q483501	[7]	pent	Q1028181	P279
['Burnt', 'Woods', 'se', 'yon', 'vil', 'nan', 'eta', 'Oregon', ',', 'nan', 'Etazini', '.']	[7]	Oregon	Q824	[10]	Etazini	Q30	P17
['Government', 'Camp', 'se', 'yon', 'vil', 'nan', 'eta', 'Oregon', ',', 'nan', 'Etazini', '.']	[7]	Oregon	Q824	[10]	Etazini	Q30	P17
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Almería', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[6]	Almería	Q81802	[15]	Espay	Q29	P17
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Almería', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[11]	Andalouzi	Q5783	[15]	Espay	Q29	P17
['Úrsula', 'Prats', ',', 'ki', 'fèt', '26', 'jiyè', '1959', 'nan', 'Meksiko', '(', 'Meksik', ')', ',', 'se', 'yon', 'aktris', 'meksikèn', '.']	[9]	Meksiko	Q1489	[11]	Meksik	Q96	P17
['Philippe', 'Lelièvre', ',', 'ki', 'fèt', '21', 'janvye', '1964', 'nan', 'Pari', '(', 'Frans', ')', ',', 'se', 'yon', 'aktè', 'franse', '.']	[9]	Pari	Q90	[11]	Frans	Q142	P17
['Philippe', 'Lelièvre', ',', 'ki', 'fèt', '21', 'janvye', '1964', 'nan', 'Pari', '(', 'Frans', ')', ',', 'se', 'yon', 'aktè', 'franse', '.']	[11]	Frans	Q142	[17]	franse	Q121842	P17
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Seville', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[6]	Seville	Q8717	[15]	Espay	Q29	P17
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Seville', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[11]	Andalouzi	Q5783	[15]	Espay	Q29	P17
['Anthony', 'Bajon', ',', 'ki', 'fèt', '7', 'avril', '1994', 'nan', 'Villeneuve', '-', 'Saint', '-', 'Georges', '(', 'Frans', ')', ',', 'se', 'yon', 'aktè', 'franse', '.']	[15]	Frans	Q142	[21]	franse	Q121842	P17
['Megan', 'Boone', ',', 'ki', 'fèt', '29', 'avril', '1983', 'nan', 'Petoskey', ',', 'nan', 'eta', 'Michigàn', '(', 'Etazini', ')', ',', 'se', 'yon', 'aktris', 'amerikèn', '.']	[13]	Michigàn	Q1166	[15]	Etazini	Q30	P17
['Farmville', 'se', 'yon', 'vil', 'nan', 'eta', 'Vijini', ',', 'nan', 'Etazini', '.']	[6]	Vijini	Q1370	[9]	Etazini	Q30	P17
['Henry', 'Jehovah', 'se', 'yon', 'atis', ',', 'yon', 'pent', 'ayisyen', '.']	[4]	atis	Q483501	[7]	pent	Q1028181	P279
['Ovidia', 'Amanda', 'Paramidani', 'Padín', ',', 'rele', 'Patricia', 'Castell', ',', 'ki', 'fèt', '25', 'avril', '1926', 'nan', 'Avellaneda', 'epi', 'ki', 'mouri', '29', 'septanm', '2013', 'nan', 'Bwènozè', '(', 'Ajantin', ')', ',', 'real', 'era', 'fue', 'una', 'aktris', 'sinema', 'ak', 'televizyon', 'ajantin', '.']	[23]	Bwènozè	Q1486	[25]	Ajantin	Q414	P36
['Ovidia', 'Amanda', 'Paramidani', 'Padín', ',', 'rele', 'Patricia', 'Castell', ',', 'ki', 'fèt', '25', 'avril', '1926', 'nan', 'Avellaneda', 'epi', 'ki', 'mouri', '29', 'septanm', '2013', 'nan', 'Bwènozè', '(', 'Ajantin', ')', ',', 'real', 'era', 'fue', 'una', 'aktris', 'sinema', 'ak', 'televizyon', 'ajantin', '.']	[23]	Bwènozè	Q1486	[36]	ajantin	Q414	P36
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Málaga', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[6]	Málaga	Q95028	[15]	Espay	Q29	P17
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Málaga', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[11]	Andalouzi	Q5783	[15]	Espay	Q29	P17
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Jaén', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[6]	Jaén	Q95025	[15]	Espay	Q29	P17
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Jaén', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[11]	Andalouzi	Q5783	[15]	Espay	Q29	P17
['Henrique', '(', 'oubyen', 'Enrique', ')', 'Abranches', ',', 'ki', 'fèt', '29', 'septanm', '1932', 'nan', 'Lisbòn', '(', 'Pòtigal', ')', 'epi', 'ki', 'mouri', '8', 'out', '2004', ')', 'te', 'yon', 'ekriven', 'ak', 'antwopolog', 'angolè', '.']	[13]	Lisbòn	Q597	[15]	Pòtigal	Q45	P36
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Málaga', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[6]	Málaga	Q95028	[15]	Espay	Q29	P17
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Málaga', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[11]	Andalouzi	Q5783	[15]	Espay	Q29	P17
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Grenad', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[11]	Andalouzi	Q5783	[15]	Espay	Q29	P17
['South', 'Hill', 'se', 'yon', 'vil', 'nan', 'eta', 'Vijini', ',', 'nan', 'Etazini', '.']	[7]	Vijini	Q1370	[10]	Etazini	Q30	P17
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Huelva', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[6]	Huelva	Q95015	[15]	Espay	Q29	P17
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Huelva', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[11]	Andalouzi	Q5783	[15]	Espay	Q29	P17
['Maïmouna', 'Doucouré', ',', 'ki', 'fèt', 'an', '1985', 'nan', 'Pari', '(', 'Frans', ')', ',', 'se', 'yon', 'senaris', 'ak', 'reyalizatris', 'fransèz', '-', 'senegalèz', '.']	[8]	Pari	Q90	[10]	Frans	Q142	P17
['Omar', 'Germenos', ',', 'ki', 'fèt', '17', 'jen', '1968', 'nan', 'Meksiko', '(', 'Meksik', ')', ',', 'se', 'yon', 'aktè', 'ak', 'prezantatè', 'meksiken', '.']	[9]	Meksiko	Q1489	[11]	Meksik	Q96	P17
['Fairview', 'se', 'yon', 'vil', 'nan', 'eta', 'Oregon', ',', 'nan', 'Etazini', '.']	[6]	Oregon	Q824	[9]	Etazini	Q30	P17
['François', 'Bureloup', ',', 'ki', 'fèt', '23', 'jiyè', '1969', 'nan', 'Soyaux', 'nan', 'Frans', ',', 'se', 'yon', 'aktè', 'franse', '.']	[11]	Frans	Q142	[16]	franse	Q121842	P17
['  ', 'Provolt', 'se', 'yon', 'vil', 'nan', 'eta', 'Oregon', ',', 'nan', 'Etazini', '.']	[7]	Oregon	Q824	[10]	Etazini	Q30	P17
['Arthur', 'Dupont', ',', 'ki', 'fèt', '26', 'jiyè', '1985', 'nan', 'Saint', '-', 'Mandé', '(', 'Val', '-', 'de', '-', 'Marne', '(', 'Frans', ')', ',', 'se', 'yon', 'aktè', 'franse', '.']	[19]	Frans	Q142	[25]	franse	Q121842	P17
['Dubic', 'se', 'yon', 'atis', ',', 'yon', 'pent', 'ayisyen', '.']	[3]	atis	Q483501	[6]	pent	Q1028181	P279
[' ', 'se', 'yon', 'fizisyen', 'franse', ',', 'nan', 'peyi', 'Frans', '.']	[4]	franse	Q121842	[8]	Frans	Q142	P17
['Samuel', 'Umtiti', ',', 'ki', 'fèt', '14', 'novanm', '1993', 'nan', 'Yaounde', '(', 'Kamewoun', ')', ',', 'se', 'yon', 'foutbalè', 'Ekip', 'Frans', 'Foutbòl|', 'entènasyonal', ']', 'Frans|franse', '.']	[9]	Yaounde	Q3808	[11]	Kamewoun	Q1009	P17
['Anedie', 'Azael', ',', 'ki', 'fèt', '15', 'septanm', '1988', 'nan', 'Lauderhill', 'nan', 'Florid', '(', 'Etazini', ')', ',', 'se', 'yon', 'mannken', 'ameriken', 'orijin', 'ayisyèn', '.']	[11]	Florid	Q812	[13]	Etazini	Q30	P131
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Almería', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[6]	Almería	Q81802	[15]	Espay	Q29	P17
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Almería', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[11]	Andalouzi	Q5783	[15]	Espay	Q29	P17
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Grenad', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[11]	Andalouzi	Q5783	[15]	Espay	Q29	P17
['Cascade', 'Locks', 'se', 'yon', 'vil', 'nan', 'eta', 'Oregon', ',', 'nan', 'Etazini', '.']	[7]	Oregon	Q824	[10]	Etazini	Q30	P17
['Matthew', 'Rhys', 'Evans', ',', 'rele', 'Matthew', 'Rhys', ',', 'ki', 'fèt', '8', 'novanm', '1974', 'nan', 'Kadif', '(', 'Gal', ')', 'se', 'yon', 'aktè', 'galwa', '.']	[14]	Kadif	Q10690	[16]	Gal	Q25	P36
['Gabriel', 'Élmer', 'Valenzuela', ',', 'rele', 'Gabriel', 'Valenzuela', ',', 'ki', 'fèt', '10', 'jen', '1981', 'nan', 'Bogota', '(', 'Kolonbi', ')', 'se', 'yon', 'aktè', 'kolonbyen', '.']	[14]	Bogota	Q2841	[16]	Kolonbi	Q739	P36
['Jo', 'Marie', 'Payton', '-', 'Noble', ',', 'ki', 'fèt', 'sou', '3', 'out', '1950', 'nan', 'Albany', ',', 'Djòdji', '(', 'Etazini', ')', ',', 'se', 'yon', 'aktris', 'amerikèn', '.']	[15]	Djòdji	Q1428	[17]	Etazini	Q30	P17
['Greenhorn', 'se', 'yon', 'vil', 'nan', 'eta', 'Oregon', ',', 'nan', 'Etazini', '.']	[6]	Oregon	Q824	[9]	Etazini	Q30	P17
['Malka', 'Ribowska', 'se', 'yon', 'aktris', 'ak', 'senaris', 'fransèz', 'orijin', 'polonèz', 'ki', 'fèt', '20', 'me', '1931', 'nan', 'Vasovi', '(', 'Polòy', ')', '.']	[16]	Vasovi	Q270	[18]	Polòy	Q36	P36
['Nyssa', 'se', 'yon', 'vil', 'nan', 'eta', 'Oregon', ',', 'nan', 'Etazini', '.']	[6]	Oregon	Q824	[9]	Etazini	Q30	P17
['Carlos', 'Roberto', 'Baute', 'Jiménez', ',', 'rele', 'Carlos', 'Baute', ',', 'ki', 'fèt', '8', 'mas', '1974', 'nan', 'Karakas', '(', 'Venezwela', ')', ',', 'se', 'yon', 'chantè', 'venezwelyen', '.']	[15]	Karakas	Q1533	[17]	Venezwela	Q717	P36
['Laurent', 'Ferrier', ',', 'ki', 'fèt', '14', 'janvye', '1945', 'nan', 'Courbevoie', '(', 'Frans', ')', ',', 'se', 'yon', 'reyalizatè', 'franse', '.']	[11]	Frans	Q142	[17]	franse	Q121842	P17
['Isaka', 'Sawadogo', ',', 'rele', 'Issaka', 'Sawadogo', ',', 'ki', 'fèt', '18', 'me', '1966', 'nan', 'Ouagadougou', '(', 'Boukinafaso', ')', ',', 'se', 'yon', 'aktè', ',', 'dansè', ',', 'mizisyen', 'ak', 'reyalizatè', 'boukinabè', '.']	[13]	Ouagadougou	Q3777	[15]	Boukinafaso	Q965	P36
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Seville', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[6]	Seville	Q8717	[15]	Espay	Q29	P17
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Seville', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[11]	Andalouzi	Q5783	[15]	Espay	Q29	P17
['of', 'Cupertino', ',', 'Kalifòni', ',', 'Etazini', '.']	[3]	Kalifòni	Q99	[5]	Etazini	Q30	P17
['Ariadna', 'Welter', ',', 'ki', 'fèt', '29', 'jen', '1930', 'nan', 'Meksiko', '(', 'Meksik', ')', 'epi', 'ki', 'mouri', '13', 'desanm', '1998', ')', ',', 'se', 'yon', 'aktris', 'meksikèn', '.']	[9]	Meksiko	Q1489	[11]	Meksik	Q96	P17
['Daniel', 'Louis', 'se', 'yon', 'atis', ',', 'yon', 'pent', 'ayisyen', '.']	[4]	atis	Q483501	[7]	pent	Q1028181	P279
['Pierre', 'Niney', ',', 'ki', 'fèt', '13', 'mas', '1989', 'nan', 'Boulogne', '-', 'Billancourt', 'nan', 'depatman', 'Hauts', '-', 'de', '-', 'Seine', '(', 'Frans', ')', ',', 'se', 'yon', 'aktè', ',', 'reyalizatè', 'ak', 'senaris', 'franse', '.']	[20]	Frans	Q142	[30]	franse	Q121842	P27
['Hector', 'Hyppolite', 'se', 'yon', 'atis', ',', 'yon', 'pent', 'ayisyen', '.']	[4]	atis	Q483501	[7]	pent	Q1028181	P279
['Nashville', 'se', 'yon', 'vil', 'nan', 'eta', 'Tenèsi', ',', 'nan', 'peyi', 'Etazini', '.']	[6]	Tenèsi	Q1509	[10]	Etazini	Q30	P17
['Phenix', 'se', 'yon', 'vil', 'nan', 'eta', 'Vijini', ',', 'nan', 'Etazini', '.']	[6]	Vijini	Q1370	[9]	Etazini	Q30	P17
['Abner', 'Dubic', '(', 'Leyogàn', ',', '1944', ')', 'se', 'yon', 'atis', ',', 'yon', 'pent', 'ayisyen', '.']	[9]	atis	Q483501	[12]	pent	Q1028181	P279
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Huelva', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[6]	Huelva	Q95015	[15]	Espay	Q29	P17
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Huelva', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[11]	Andalouzi	Q5783	[15]	Espay	Q29	P17
['Michel', 'Saint', 'Fleur', 'se', 'yon', 'atis', ',', 'yon', 'pent', 'ayisyen', '.']	[5]	atis	Q483501	[8]	pent	Q1028181	P279
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Seville', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[6]	Seville	Q8717	[15]	Espay	Q29	P17
['   ', 'se', 'yon', 'komin', 'nan', 'pwovens', 'Seville', ',', 'nan', 'kominote', 'otonòm', 'Andalouzi', ',', 'nan', 'peyi', 'Espay', '.']	[11]	Andalouzi	Q5783	[15]	Espay	Q29	P17
['Lena', 'Dunham', ',', 'ki', 'fèt', '13', 'me', '1986', 'nan', 'Nouyòk', '(', 'Etazini', ')', ',', 'se', 'yon', 'aktris', ',', 'reyalizatris', ',', 'pwodiktris', 'ak', 'scenaris', 'amerikèn', '.']	[9]	Nouyòk	Q60	[11]	Etazini	Q30	P17
[' ', 'se', 'yon', 'fizisyen', 'franse', ',', 'nan', 'peyi', 'Frans', '.']	[4]	franse	Q121842	[8]	Frans	Q142	P17
['Kim', 'Chapiron', ',', 'ki', 'fèt', '4', 'jiyè', '1980', 'nan', 'Pari', '(', 'Frans', ')', ',', 'se', 'yon', 'reyalizatè', 'ak', 'senaris', 'franse', '.']	[9]	Pari	Q90	[11]	Frans	Q142	P17
